fixture_id,season,date,stadium,game_week,home_team,away_team,home_goals,away_goals,ht_home_goals,ht_away_goals,home_shots_on_target,home_shots,home_fouls,home_corners,home_offsides,home_possession,home_yellow_cards,home_red_cards,home_goalkeeper_saves,home_attempted_passes,home_successful_passes,away_shots_on_target,away_shots,away_fouls,away_corners,away_offsides,away_possession,away_yellow_cards,away_red_cards,away_goalkeeper_saves,away_attempted_passes,away_successful_passes
196,2018,2018-11-30T20:00:00+00:00,Cardiff City Stadium,Regular Season - 14,Cardiff,Wolves,2,1,0,1,3,17,3,7,2,47,1,0,3,312,190,4,15,12,6,0,53,2,0,0,345,236
197,2018,2018-12-02T12:00:00+00:00,Stamford Bridge,Regular Season - 14,Chelsea,Fulham,2,0,1,0,9,16,8,4,0,66,2,0,4,725,647,4,9,17,6,1,34,1,0,7,360,262
198,2018,2018-12-01T15:00:00+00:00,Selhurst Park,Regular Season - 14,Crystal Palace,Burnley,2,0,1,0,9,29,9,10,1,58,1,0,0,518,415,0,4,10,2,2,42,1,0,7,357,268
199,2018,2018-12-01T15:00:00+00:00,John Smith's Stadium,Regular Season - 14,Huddersfield,Brighton,1,2,1,1,2,7,10,2,1,32,0,1,4,265,182,6,14,12,6,4,68,2,0,1,568,478
200,2018,2018-12-01T15:00:00+00:00,King Power Stadium,Regular Season - 14,Leicester,Watford,2,0,2,0,3,7,7,4,1,37,2,0,0,303,208,0,8,6,8,1,63,1,1,1,496,406
201,2018,2018-12-02T16:15:00+00:00,Anfield,Regular Season - 14,Liverpool,Everton,1,0,0,0,3,16,12,8,1,57,3,0,3,521,415,3,9,7,1,3,43,2,0,2,388,282
202,2018,2018-12-01T15:00:00+00:00,Etihad Stadium,Regular Season - 14,Manchester City,Bournemouth,3,1,1,1,6,16,9,8,2,73,0,0,0,786,712,1,4,3,4,3,27,0,0,3,286,210
203,2018,2018-12-01T15:00:00+00:00,St James' Park,Regular Season - 14,Newcastle,West Ham,0,3,0,1,4,16,10,7,3,58,3,0,1,492,405,4,7,10,3,3,42,3,0,4,358,250
204,2018,2018-12-01T17:30:00+00:00,St. Mary's Stadium,Regular Season - 14,Southampton,Manchester United,2,2,2,2,6,16,12,3,0,40,4,0,3,358,278,5,11,13,5,2,60,4,0,4,520,436
205,2018,2018-12-04T19:45:00+00:00,Vitality Stadium,Regular Season - 15,Bournemouth,Huddersfield,2,1,2,1,2,6,14,4,3,32,4,0,5,304,218,6,23,11,8,0,68,2,0,0,608,501
206,2018,2018-12-04T19:45:00+00:00,American Express Community Stadium,Regular Season - 15,Brighton,Crystal Palace,3,1,3,0,3,9,14,4,0,31,2,1,3,269,189,5,18,12,5,0,69,3,0,0,591,502
207,2018,2018-12-05T19:45:00+00:00,Turf Moor,Regular Season - 15,Burnley,Liverpool,1,3,0,0,6,10,10,5,6,25,1,0,8,228,136,12,18,3,9,3,75,0,0,5,681,582
208,2018,2018-12-05T19:45:00+00:00,Craven Cottage,Regular Season - 15,Fulham,Leicester,1,1,1,0,7,25,12,10,2,45,0,0,4,315,209,5,13,7,8,2,55,0,0,6,385,258
209,2018,2018-12-04T20:00:00+00:00,Vicarage Road,Regular Season - 15,Watford,Manchester City,1,2,0,1,7,11,4,3,4,29,0,0,5,308,204,7,15,8,11,6,71,1,0,5,714,627
210,2018,2018-12-04T19:45:00+00:00,London Stadium,Regular Season - 15,West Ham,Cardiff,3,1,0,0,11,17,10,10,2,61,1,0,3,461,354,5,9,10,4,5,39,2,0,8,295,203
211,2018,2018-12-05T19:45:00+00:00,Molineux Stadium,Regular Season - 15,Wolves,Chelsea,2,1,0,1,2,6,18,1,2,29,4,0,2,284,209,3,17,10,5,0,71,4,0,0,678,597
212,2018,2018-12-05T20:00:00+00:00,Old Trafford,Regular Season - 15,Manchester United,Arsenal,2,2,1,1,7,10,13,4,2,44,3,0,3,447,354,4,9,10,4,3,56,3,0,5,545,446
213,2018,2018-12-05T19:45:00+00:00,Goodison Park,Regular Season - 15,Everton,Newcastle,1,1,1,1,3,19,7,14,0,76,0,0,4,646,543,5,8,18,2,2,24,5,0,2,204,129
214,2018,2018-12-05T20:00:00+00:00,Wembley Stadium,Regular Season - 15,Tottenham,Southampton,3,1,1,0,8,13,7,8,4,52,0,0,4,527,435,5,18,5,6,2,48,0,0,5,473,381
215,2018,2018-12-08T15:00:00+00:00,Emirates Stadium,Regular Season - 16,Arsenal,Huddersfield,1,0,0,0,2,14,13,7,2,61,5,0,0,525,424,0,6,20,1,0,39,4,0,2,323,218
216,2018,2018-12-08T12:30:00+00:00,Vitality Stadium,Regular Season - 16,Bournemouth,Liverpool,0,4,0,1,2,8,9,6,3,40,2,0,1,424,328,4,10,11,6,2,60,1,0,2,634,531
217,2018,2018-12-08T15:00:00+00:00,Turf Moor,Regular Season - 16,Burnley,Brighton,1,0,1,0,4,14,11,2,2,37,2,0,1,307,200,1,14,11,7,1,63,0,0,3,515,387
218,2018,2018-12-08T15:00:00+00:00,Cardiff City Stadium,Regular Season - 16,Cardiff,Southampton,1,0,0,0,4,13,9,7,4,36,2,0,1,248,149,1,12,10,7,0,64,2,0,3,448,332
219,2018,2018-12-08T17:30:00+00:00,Stamford Bridge,Regular Season - 16,Chelsea,Manchester City,2,0,1,0,5,8,12,1,1,38,2,0,4,410,334,4,14,11,13,2,62,0,0,3,640,563
220,2018,2018-12-10T20:00:00+00:00,Goodison Park,Regular Season - 16,Everton,Watford,2,2,1,0,5,12,13,6,4,56,1,0,2,414,322,3,15,13,6,4,44,1,0,3,324,223
221,2018,2018-12-08T19:45:00+00:00,King Power Stadium,Regular Season - 16,Leicester,Tottenham,0,2,0,1,3,11,12,6,3,42,3,0,0,410,327,2,7,7,5,1,58,1,0,3,578,466
222,2018,2018-12-08T15:00:00+00:00,Old Trafford,Regular Season - 16,Manchester United,Fulham,4,1,3,0,11,20,11,10,4,62,1,0,3,625,540,4,10,15,3,3,38,3,1,7,376,285
223,2018,2018-12-09T16:00:00+00:00,St James' Park,Regular Season - 16,Newcastle,Wolves,1,2,1,1,4,12,10,4,0,50,2,1,4,425,337,6,13,17,6,2,50,5,0,3,425,340
224,2018,2018-12-08T15:00:00+00:00,London Stadium,Regular Season - 16,West Ham,Crystal Palace,3,2,0,1,6,13,10,5,2,48,1,0,2,430,348,4,8,8,3,0,52,2,0,3,474,376
225,2018,2018-12-16T13:30:00+00:00,American Express Community Stadium,Regular Season - 17,Brighton,Chelsea,1,2,0,2,2,6,14,4,5,41,2,0,1,455,363,3,10,6,1,4,59,2,0,1,654,573
226,2018,2018-12-15T15:00:00+00:00,Selhurst Park,Regular Season - 17,Crystal Palace,Leicester,1,0,1,0,1,8,10,4,6,43,2,0,2,384,283,2,12,8,4,3,57,1,0,0,495,388
227,2018,2018-12-15T17:30:00+00:00,Craven Cottage,Regular Season - 17,Fulham,West Ham,0,2,0,2,4,16,14,6,6,56,2,0,1,498,399,3,6,10,4,2,44,1,0,4,391,293
228,2018,2018-12-15T15:00:00+00:00,John Smith's Stadium,Regular Season - 17,Huddersfield,Newcastle,0,1,0,0,5,15,5,10,2,73,1,0,4,624,503,5,8,13,1,1,27,1,0,5,233,129
229,2018,2018-12-16T16:00:00+00:00,Anfield,Regular Season - 17,Liverpool,Manchester United,3,1,1,1,11,36,6,13,2,64,0,0,2,562,458,2,6,14,2,3,36,2,0,7,321,211
230,2018,2018-12-15T12:30:00+00:00,Etihad Stadium,Regular Season - 17,Manchester City,Everton,3,1,1,0,5,13,7,6,3,67,1,0,1,705,613,2,9,9,2,2,33,2,0,3,335,260
231,2018,2018-12-16T13:30:00+00:00,St. Mary's Stadium,Regular Season - 17,Southampton,Arsenal,3,2,2,1,7,12,12,4,2,33,3,0,2,317,234,4,13,10,5,2,67,1,0,4,629,544
232,2018,2018-12-15T15:00:00+00:00,Wembley Stadium,Regular Season - 17,Tottenham,Burnley,1,0,0,0,3,15,7,8,2,70,0,0,0,623,530,0,4,8,3,1,30,2,0,2,264,162
233,2018,2018-12-15T15:00:00+00:00,Vicarage Road,Regular Season - 17,Watford,Cardiff,3,2,1,0,8,17,7,5,2,71,0,0,1,663,548,3,10,5,0,1,29,0,0,5,255,158
234,2018,2018-12-15T15:00:00+00:00,Molineux Stadium,Regular Season - 17,Wolves,Bournemouth,2,0,1,0,4,10,15,5,4,37,1,0,3,389,281,3,13,7,3,0,63,2,0,2,633,535
235,2018,2018-12-22T12:30:00+00:00,Emirates Stadium,Regular Season - 18,Arsenal,Burnley,3,1,1,0,6,11,10,1,2,60,2,0,1,553,476,2,7,14,3,4,40,5,0,3,357,271
236,2018,2018-12-22T15:00:00+00:00,Vitality Stadium,Regular Season - 18,Bournemouth,Brighton,2,0,1,0,3,14,8,6,3,57,2,0,5,541,439,5,10,18,5,2,43,2,1,1,392,291
237,2018,2018-12-22T17:30:00+00:00,Cardiff City Stadium,Regular Season - 18,Cardiff,Manchester United,1,5,1,3,3,9,13,4,3,25,2,0,4,209,137,9,17,13,7,0,75,1,0,2,640,554
238,2018,2018-12-22T15:00:00+00:00,Stamford Bridge,Regular Season - 18,Chelsea,Leicester,0,1,0,0,5,17,10,9,3,72,0,0,2,693,609,3,8,9,5,2,28,2,0,5,262,179
239,2018,2018-12-23T16:00:00+00:00,Goodison Park,Regular Season - 18,Everton,Tottenham,2,6,1,3,3,10,13,2,4,41,0,0,2,412,313,8,17,9,1,2,59,2,0,1,605,503
240,2018,2018-12-22T15:00:00+00:00,John Smith's Stadium,Regular Season - 18,Huddersfield,Southampton,1,3,0,2,5,16,12,8,3,62,2,0,3,523,395,6,13,9,2,1,38,3,0,4,329,215
241,2018,2018-12-22T15:00:00+00:00,Etihad Stadium,Regular Season - 18,Manchester City,Crystal Palace,2,3,1,2,5,19,7,13,2,78,0,0,0,733,649,3,5,6,0,1,22,4,0,3,213,119
242,2018,2018-12-22T15:00:00+00:00,St James' Park,Regular Season - 18,Newcastle,Fulham,0,0,0,0,0,9,9,6,2,53,1,0,2,499,405,2,4,12,0,4,47,2,0,0,463,362
243,2018,2018-12-22T15:00:00+00:00,London Stadium,Regular Season - 18,West Ham,Watford,0,2,0,1,7,18,9,10,4,51,3,0,3,381,291,5,11,11,4,2,49,2,0,7,380,278
244,2018,2018-12-21T20:00:00+00:00,Molineux Stadium,Regular Season - 18,Wolves,Liverpool,0,2,0,1,5,11,7,1,4,38,0,0,5,420,316,6,15,3,10,2,62,0,0,5,675,574
245,2018,2018-12-26T17:15:00+00:00,American Express Community Stadium,Regular Season - 19,Brighton,Arsenal,1,1,1,1,3,12,10,4,1,32,2,0,3,324,240,4,7,4,9,1,68,1,0,2,711,636
246,2018,2018-12-26T15:00:00+00:00,Turf Moor,Regular Season - 19,Burnley,Everton,1,5,1,3,4,11,11,5,2,49,2,0,2,401,273,6,13,19,7,2,51,4,0,2,417,301
247,2018,2018-12-26T15:00:00+00:00,Selhurst Park,Regular Season - 19,Crystal Palace,Cardiff,0,0,0,0,5,31,9,12,0,62,0,0,4,487,398,4,9,11,1,3,38,3,0,5,303,203
248,2018,2018-12-26T12:30:00+00:00,Craven Cottage,Regular Season - 19,Fulham,Wolves,1,1,0,0,5,11,9,2,0,29,2,0,4,286,202,5,14,6,0,2,71,1,0,3,685,586
249,2018,2018-12-26T15:00:00+00:00,King Power Stadium,Regular Season - 19,Leicester,Manchester City,2,1,1,1,5,10,5,3,1,33,2,0,3,320,228,4,11,8,7,3,67,2,1,3,613,532
250,2018,2018-12-26T15:00:00+00:00,Anfield,Regular Season - 19,Liverpool,Newcastle,4,0,1,0,8,16,7,10,1,75,0,0,2,723,629,2,6,10,2,1,25,0,0,4,233,146
251,2018,2018-12-26T15:00:00+00:00,Old Trafford,Regular Season - 19,Manchester United,Huddersfield,3,1,1,0,10,16,9,5,1,64,1,0,1,634,529,2,10,13,3,4,36,1,0,7,335,245
252,2018,2018-12-27T19:45:00+00:00,St. Mary's Stadium,Regular Season - 19,Southampton,West Ham,1,2,0,0,5,11,10,4,4,45,2,0,3,409,314,5,16,3,6,2,55,0,0,4,487,376
253,2018,2018-12-26T15:00:00+00:00,Wembley Stadium,Regular Season - 19,Tottenham,Bournemouth,5,0,3,0,7,10,5,3,1,56,2,0,4,599,521,4,14,8,4,3,44,1,0,2,449,365
254,2018,2018-12-26T19:30:00+00:00,Vicarage Road,Regular Season - 19,Watford,Chelsea,1,2,1,1,2,11,15,3,0,35,1,0,2,392,305,4,10,5,4,2,65,0,0,1,729,646
255,2018,2018-12-29T15:00:00+00:00,American Express Community Stadium,Regular Season - 20,Brighton,Everton,1,0,0,0,3,11,10,6,2,44,0,0,4,349,246,4,13,11,6,1,56,2,0,2,427,313
256,2018,2018-12-30T14:15:00+00:00,"Turf Moor, Burnley",Regular Season - 20,Burnley,West Ham,2,0,2,0,5,17,15,5,4,43,1,0,4,338,248,4,11,11,5,1,57,4,0,3,453,340
257,2018,2018-12-30T12:00:00+00:00,"Selhurst Park, London",Regular Season - 20,Crystal Palace,Chelsea,0,1,0,0,0,4,11,3,3,34,0,0,3,394,305,4,12,8,4,3,66,1,0,0,781,690
258,2018,2018-12-29T15:00:00+00:00,Craven Cottage,Regular Season - 20,Fulham,Huddersfield,1,0,0,0,5,14,12,4,3,43,3,0,5,395,295,5,9,10,3,2,57,1,0,4,529,418
259,2018,2018-12-29T15:00:00+00:00,King Power Stadium,Regular Season - 20,Leicester,Cardiff,0,1,0,0,7,16,14,10,0,62,0,0,2,448,341,3,12,16,4,1,38,2,0,7,273,188
260,2018,2018-12-29T17:30:00+00:00,Anfield,Regular Season - 20,Liverpool,Arsenal,5,1,4,1,10,15,8,5,2,47,1,0,1,511,424,2,8,13,3,5,53,2,0,5,551,464
261,2018,2018-12-30T16:30:00+00:00,"Old Trafford, Manchester",Regular Season - 20,Manchester United,Bournemouth,4,1,3,1,8,11,10,4,6,64,2,1,2,681,618,3,7,7,5,0,36,0,0,4,355,284
262,2018,2018-12-30T14:15:00+00:00,"St. Mary's Stadium, Southampton",Regular Season - 20,Southampton,Manchester City,1,3,1,3,4,5,11,3,0,23,2,1,4,235,157,6,14,10,8,2,77,3,0,3,783,698
263,2018,2018-12-29T15:00:00+00:00,Wembley Stadium,Regular Season - 20,Tottenham,Wolves,1,3,1,0,3,10,7,6,0,60,3,0,1,664,587,4,11,7,7,4,40,2,0,2,413,330
264,2018,2018-12-29T15:00:00+00:00,Vicarage Road,Regular Season - 20,Watford,Newcastle,1,1,0,1,5,12,17,3,1,62,1,0,1,566,484,2,8,16,6,4,38,2,0,4,326,233
265,2018,2019-01-01T15:00:00+00:00,Emirates Stadium,Regular Season - 21,Arsenal,Fulham,4,1,1,0,9,16,7,8,4,59,0,0,3,542,427,4,9,12,3,4,41,1,0,4,365,271
266,2018,2019-01-02T20:00:00+00:00,Vitality Stadium,Regular Season - 21,Bournemouth,Watford,3,3,3,3,12,25,9,4,2,57,1,0,0,491,372,3,11,15,2,2,43,4,0,9,379,266
267,2018,2019-01-01T17:30:00+00:00,Cardiff City Stadium,Regular Season - 21,Cardiff,Tottenham,0,3,0,3,3,5,6,5,6,26,1,0,1,290,216,4,13,6,3,2,74,0,0,3,823,747
268,2018,2019-01-02T19:45:00+00:00,Stamford Bridge,Regular Season - 21,Chelsea,Southampton,0,0,0,0,6,17,8,7,5,71,1,0,2,748,634,2,6,11,2,3,29,2,0,6,296,195
269,2018,2019-01-01T12:30:00+00:00,Goodison Park,Regular Season - 21,Everton,Leicester,0,1,0,0,2,17,5,6,1,59,3,0,3,525,389,4,8,8,5,2,41,1,0,2,366,241
270,2018,2019-01-02T19:45:00+00:00,John Smith's Stadium,Regular Season - 21,Huddersfield,Burnley,1,2,1,1,2,9,11,5,0,42,2,1,6,361,234,8,16,9,2,2,58,4,1,2,483,375
271,2018,2019-01-03T20:00:00+00:00,Etihad Stadium,Regular Season - 21,Manchester City,Liverpool,2,1,1,0,4,9,12,2,2,49,4,0,3,578,468,5,7,7,1,1,51,2,0,2,583,461
272,2018,2019-01-02T20:00:00+00:00,St James' Park,Regular Season - 21,Newcastle,Manchester United,0,2,0,0,3,14,10,1,0,34,1,0,5,350,251,7,16,9,2,0,66,2,0,3,687,593
273,2018,2019-01-02T19:45:00+00:00,London Stadium,Regular Season - 21,West Ham,Brighton,2,2,0,0,6,13,9,1,0,54,0,0,4,494,388,6,13,11,5,4,46,1,0,4,410,310
274,2018,2019-01-02T19:45:00+00:00,Molineux Stadium,Regular Season - 21,Wolves,Crystal Palace,0,2,0,0,1,9,9,3,1,51,4,0,2,527,431,4,17,7,10,0,49,1,0,1,480,385
275,2018,2019-01-12T15:00:00+00:00,American Express Community Stadium,Regular Season - 22,Brighton,Liverpool,0,1,0,0,0,7,15,2,5,29,0,0,2,301,205,3,10,5,7,0,71,0,0,0,755,642
276,2018,2019-01-12T15:00:00+00:00,Turf Moor,Regular Season - 22,Burnley,Fulham,2,1,2,1,1,11,5,2,2,41,1,0,2,419,282,4,12,9,6,0,59,2,0,0,564,454
277,2018,2019-01-12T15:00:00+00:00,Cardiff City Stadium,Regular Season - 22,Cardiff,Huddersfield,0,0,0,0,0,3,12,3,3,38,3,0,3,270,155,2,14,14,10,3,62,1,0,0,425,297
278,2018,2019-01-12T17:30:00+00:00,Stamford Bridge,Regular Season - 22,Chelsea,Newcastle,2,1,1,1,6,10,6,8,5,65,1,0,1,698,596,2,9,13,5,1,35,1,0,4,351,261
279,2018,2019-01-12T15:00:00+00:00,Selhurst Park,Regular Season - 22,Crystal Palace,Watford,1,2,1,0,6,15,11,7,3,55,1,0,0,409,310,2,16,11,7,2,45,4,0,6,334,260
280,2018,2019-01-13T14:15:00+00:00,Goodison Park,Regular Season - 22,Everton,Bournemouth,2,0,0,0,3,15,17,5,1,50,5,0,7,396,296,7,16,8,9,1,50,0,0,0,378,261
281,2018,2019-01-12T15:00:00+00:00,King Power Stadium,Regular Season - 22,Leicester,Southampton,1,2,0,2,6,23,7,10,4,71,2,0,1,552,438,3,8,9,3,4,29,3,1,4,227,127
282,2018,2019-01-14T20:00:00+00:00,Etihad Stadium,Regular Season - 22,Manchester City,Wolves,3,0,2,0,9,24,6,12,3,76,1,0,0,872,803,0,3,3,1,1,24,0,1,7,283,190
283,2018,2019-01-13T16:30:00+00:00,Wembley Stadium,Regular Season - 22,Tottenham,Manchester United,0,1,0,1,11,21,8,7,4,61,1,0,7,567,475,8,13,8,4,1,39,2,0,11,363,268
284,2018,2019-01-12T12:30:00+00:00,London Stadium,Regular Season - 22,West Ham,Arsenal,1,0,0,0,3,11,7,7,5,41,0,0,3,380,307,2,11,10,3,3,59,2,0,2,555,479
285,2018,2019-01-19T17:30:00+00:00,Emirates Stadium,Regular Season - 23,Arsenal,Chelsea,2,0,2,0,5,13,13,5,1,35,0,0,1,355,267,1,13,15,6,0,65,2,0,3,647,565
286,2018,2019-01-19T15:00:00+00:00,Vitality Stadium,Regular Season - 23,Bournemouth,West Ham,2,0,0,0,4,10,6,2,4,38,0,0,1,359,274,1,9,10,3,3,62,1,0,3,582,485
287,2018,2019-01-20T16:00:00+00:00,Craven Cottage,Regular Season - 23,Fulham,Tottenham,1,2,1,0,4,12,10,7,7,26,2,0,3,245,169,5,14,8,10,1,74,3,0,4,682,575
288,2018,2019-01-20T13:30:00+00:00,John Smith's Stadium,Regular Season - 23,Huddersfield,Manchester City,0,3,0,1,2,5,10,1,2,32,2,0,1,345,249,4,12,9,4,2,68,2,0,2,734,641
289,2018,2019-01-19T15:00:00+00:00,Anfield,Regular Season - 23,Liverpool,Crystal Palace,4,3,0,1,9,19,6,8,1,70,2,1,0,734,633,3,9,8,3,3,30,1,0,5,304,212
290,2018,2019-01-19T15:00:00+00:00,Old Trafford,Regular Season - 23,Manchester United,Brighton,2,1,2,0,5,20,11,6,1,56,1,0,2,507,431,3,7,11,5,2,44,0,0,4,391,310
291,2018,2019-01-19T15:00:00+00:00,St James' Park,Regular Season - 23,Newcastle,Cardiff,3,0,1,0,6,16,11,7,1,53,0,0,1,375,284,1,9,6,10,0,47,1,0,3,325,213
292,2018,2019-01-19T15:00:00+00:00,St. Mary's Stadium,Regular Season - 23,Southampton,Everton,2,1,0,0,4,11,12,7,3,39,2,0,1,302,206,2,7,11,6,2,61,1,0,3,473,348
293,2018,2019-01-19T15:00:00+00:00,Vicarage Road,Regular Season - 23,Watford,Burnley,0,0,0,0,4,9,14,1,2,54,1,0,3,412,309,3,12,9,7,8,46,2,0,4,330,210
294,2018,2019-01-19T12:30:00+00:00,Molineux Stadium,Regular Season - 23,Wolves,Leicester,4,3,2,0,7,12,11,5,1,45,3,0,4,381,269,6,16,10,9,0,55,3,0,3,447,327
295,2018,2019-01-29T19:45:00+00:00,Emirates Stadium,Regular Season - 24,Arsenal,Cardiff,2,1,0,0,4,15,14,4,0,70,3,0,1,590,507,2,19,12,7,1,30,3,0,2,232,160
296,2018,2019-01-30T19:45:00+00:00,Vitality Stadium,Regular Season - 24,Bournemouth,Chelsea,4,0,0,0,7,12,8,3,1,32,1,0,7,338,258,7,11,6,7,6,68,0,0,3,716,644
297,2018,2019-01-29T19:45:00+00:00,Craven Cottage,Regular Season - 24,Fulham,Brighton,4,2,0,2,8,24,10,10,1,61,2,0,4,623,529,6,15,5,1,1,39,3,0,3,382,287
298,2018,2019-01-29T19:45:00+00:00,John Smith's Stadium,Regular Season - 24,Huddersfield,Everton,0,1,0,1,2,10,13,3,0,58,1,0,4,548,434,5,10,10,4,0,42,4,1,2,400,284
299,2018,2019-01-29T19:45:00+00:00,Molineux Stadium,Regular Season - 24,Wolves,West Ham,3,0,0,0,9,20,8,5,2,54,4,0,0,477,381,0,4,10,1,0,46,1,0,6,400,298
300,2018,2019-01-29T20:00:00+00:00,Old Trafford,Regular Season - 24,Manchester United,Burnley,2,2,0,0,9,28,10,11,2,74,1,0,2,650,568,4,6,9,3,4,26,3,0,7,228,140
301,2018,2019-01-29T20:00:00+00:00,St James' Park,Regular Season - 24,Newcastle,Manchester City,2,1,0,1,2,7,9,1,2,23,2,0,2,239,151,4,12,7,8,5,77,3,0,0,767,682
302,2018,2019-01-30T19:45:00+00:00,St. Mary's Stadium,Regular Season - 24,Southampton,Crystal Palace,1,1,0,1,4,13,11,3,2,58,2,0,1,532,436,3,15,8,8,0,42,4,1,3,371,268
303,2018,2019-01-30T20:00:00+00:00,Anfield,Regular Season - 24,Liverpool,Leicester,1,1,1,1,3,10,13,7,4,72,1,0,2,779,677,2,5,6,1,3,28,3,0,2,301,196
304,2018,2019-01-30T20:00:00+00:00,Wembley Stadium,Regular Season - 24,Tottenham,Watford,2,1,0,1,3,17,6,9,1,68,0,0,0,588,503,1,9,9,5,5,32,4,0,4,274,183
305,2018,2019-02-02T15:00:00+00:00,American Express Community Stadium,Regular Season - 25,Brighton,Watford,0,0,0,0,4,21,15,7,4,55,1,0,0,456,350,0,5,10,0,0,45,0,0,4,383,269
306,2018,2019-02-02T15:00:00+00:00,Turf Moor,Regular Season - 25,Burnley,Southampton,1,1,0,0,6,15,10,4,2,54,3,0,3,457,315,4,10,9,2,0,46,1,0,5,404,268
307,2018,2019-02-02T17:30:00+00:00,Cardiff City Stadium,Regular Season - 25,Cardiff,Bournemouth,2,0,1,0,5,12,17,6,2,26,1,0,2,218,134,2,9,14,7,0,74,2,0,3,615,511
308,2018,2019-02-02T15:00:00+00:00,Stamford Bridge,Regular Season - 25,Chelsea,Huddersfield,5,0,2,0,7,23,8,11,2,65,0,0,2,737,651,2,5,5,2,1,35,0,0,2,395,320
309,2018,2019-02-02T15:00:00+00:00,Selhurst Park,Regular Season - 25,Crystal Palace,Fulham,2,0,1,0,6,17,9,11,1,37,2,0,0,346,263,0,8,12,1,1,63,3,0,4,608,521
310,2018,2019-02-02T15:00:00+00:00,Goodison Park,Regular Season - 25,Everton,Wolves,1,3,1,2,4,13,12,3,2,64,3,0,1,534,430,4,8,14,1,1,36,1,0,3,306,205
311,2018,2019-02-03T14:05:00+00:00,King Power Stadium,Regular Season - 25,Leicester,Manchester United,0,1,0,1,6,17,14,7,0,44,4,0,5,418,327,6,10,9,2,1,56,4,0,6,532,432
312,2018,2019-02-03T16:30:00+00:00,Etihad Stadium,Regular Season - 25,Manchester City,Arsenal,3,1,2,1,12,19,11,4,5,58,1,0,1,613,537,2,4,8,2,0,42,1,0,9,432,339
313,2018,2019-02-02T12:30:00+00:00,Wembley Stadium,Regular Season - 25,Tottenham,Newcastle,1,0,0,0,4,21,6,6,2,71,0,0,2,744,649,2,8,6,3,2,29,1,0,1,295,198
314,2018,2019-02-04T20:00:00+00:00,London Stadium,Regular Season - 25,West Ham,Liverpool,1,1,1,1,2,13,9,2,1,26,1,0,5,245,159,6,11,11,5,3,74,1,0,1,690,583
315,2018,2019-02-09T17:30:00+00:00,American Express Community Stadium,Regular Season - 26,Brighton,Burnley,1,3,0,1,6,16,8,9,1,68,1,0,2,519,410,5,9,7,3,0,32,1,0,5,253,149
316,2018,2019-02-09T15:00:00+00:00,Selhurst Park,Regular Season - 26,Crystal Palace,West Ham,1,1,0,1,5,25,12,10,4,57,3,0,3,482,396,4,6,9,4,1,43,0,0,4,371,276
317,2018,2019-02-09T12:30:00+00:00,Craven Cottage,Regular Season - 26,Fulham,Manchester United,0,3,0,2,3,15,14,5,2,51,3,0,4,503,392,7,15,9,4,3,49,2,0,3,483,378
318,2018,2019-02-09T15:00:00+00:00,John Smith's Stadium,Regular Season - 26,Huddersfield,Arsenal,1,2,0,2,7,16,17,5,2,54,3,0,2,482,382,4,9,12,0,1,46,2,0,5,410,295
319,2018,2019-02-09T15:00:00+00:00,Anfield,Regular Season - 26,Liverpool,Bournemouth,3,0,2,0,9,20,14,8,1,65,2,0,2,707,627,2,12,6,5,2,35,2,0,6,363,279
320,2018,2019-02-10T16:00:00+00:00,Etihad Stadium,Regular Season - 26,Manchester City,Chelsea,6,0,4,0,9,15,9,2,2,55,1,0,4,681,631,4,12,13,2,1,45,2,0,3,535,473
321,2018,2019-02-09T15:00:00+00:00,St. Mary's Stadium,Regular Season - 26,Southampton,Cardiff,1,2,0,0,7,14,15,8,0,66,3,0,1,539,428,3,6,12,2,3,34,3,0,6,267,156
322,2018,2019-02-10T13:30:00+00:00,Wembley Stadium,Regular Season - 26,Tottenham,Leicester,3,1,1,0,5,12,11,2,7,53,3,0,9,499,420,9,20,4,9,5,47,1,0,2,437,352
323,2018,2019-02-09T15:00:00+00:00,Vicarage Road,Regular Season - 26,Watford,Everton,1,0,0,0,2,7,21,8,0,44,2,0,4,327,220,4,9,10,2,6,56,2,1,1,425,317
324,2018,2019-02-11T20:00:00+00:00,Molineux Stadium,Regular Season - 26,Wolves,Newcastle,1,1,0,0,6,22,7,13,1,59,1,0,2,623,502,3,9,9,1,1,41,3,0,5,434,322
325,2018,2019-02-24T14:05:00+00:00,Emirates Stadium,Regular Season - 27,Arsenal,Southampton,2,0,2,0,4,12,7,6,3,62,0,0,4,582,477,4,10,14,4,1,38,0,0,3,346,244
326,2018,2019-02-23T15:00:00+00:00,Vitality Stadium,Regular Season - 27,Bournemouth,Wolves,1,1,1,0,3,10,10,9,1,44,4,0,1,370,271,2,10,15,8,3,56,5,0,2,468,352
327,2018,2019-02-23T12:30:00+00:00,Turf Moor,Regular Season - 27,Burnley,Tottenham,2,1,0,0,4,10,9,7,4,30,1,0,5,214,133,6,17,12,6,0,70,3,0,2,504,400
328,2018,2019-02-22T19:45:00+00:00,Cardiff City Stadium,Regular Season - 27,Cardiff,Watford,1,5,0,1,6,15,10,3,3,35,1,0,2,313,207,7,12,11,3,1,65,2,0,4,579,474
329,2018,2019-04-03T18:45:00+00:00,Stamford Bridge,Regular Season - 27,Chelsea,Brighton,3,0,1,0,4,17,5,7,0,68,0,0,1,753,685,1,3,9,1,2,32,0,0,1,350,279
