fixture_id,season,date,stadium,game_week,home_team,away_team,home_goals,away_goals,ht_home_goals,ht_away_goals,home_shots_on_target,home_shots,home_fouls,home_corners,home_offsides,home_possession,home_yellow_cards,home_red_cards,home_goalkeeper_saves,home_attempted_passes,home_successful_passes,away_shots_on_target,away_shots,away_fouls,away_corners,away_offsides,away_possession,away_yellow_cards,away_red_cards,away_goalkeeper_saves,away_attempted_passes,away_successful_passes
11559,2017,2018-04-29T15:30:00+00:00,Old Trafford,Regular Season - 36,Manchester United,Arsenal,2,1,1,0,3,16,12,9,2,59,0,0,2,609,543,3,8,7,0,1,41,1,0,0,438,358
11560,2017,2018-04-29T13:15:00+00:00,London Stadium,Regular Season - 36,West Ham,Manchester City,1,4,1,2,1,4,5,0,4,24,0,0,4,280,201,8,19,11,7,1,76,1,0,0,876,807
11561,2017,2018-04-28T16:30:00+00:00,Liberty Stadium,Regular Season - 36,Swansea,Chelsea,0,1,0,1,3,10,13,1,1,51,1,0,2,581,503,3,11,9,2,3,49,1,0,3,572,501
11562,2017,2018-04-28T14:00:00+00:00,Turf Moor,Regular Season - 36,Burnley,Brighton,0,0,0,0,4,10,5,3,4,44,0,0,1,341,217,1,9,17,4,3,56,2,0,4,432,325
11563,2017,2018-04-28T14:00:00+00:00,Selhurst Park,Regular Season - 36,Crystal Palace,Leicester,5,0,2,0,9,15,11,8,1,49,1,0,0,403,338,1,6,9,2,0,51,1,1,3,389,312
11564,2017,2018-04-28T14:00:00+00:00,John Smith's Stadium,Regular Season - 36,Huddersfield,Everton,0,2,0,1,2,9,9,4,1,53,1,0,3,496,378,5,7,8,3,3,47,0,0,2,427,291
11565,2017,2018-04-28T14:00:00+00:00,St James' Park,Regular Season - 36,Newcastle,West Brom,0,1,0,1,2,17,8,5,0,63,1,0,1,585,470,2,9,13,1,2,37,3,0,2,339,222
11566,2017,2018-04-28T14:00:00+00:00,St. Mary's Stadium,Regular Season - 36,Southampton,Bournemouth,2,1,1,1,6,14,12,5,1,40,5,0,6,354,256,7,14,11,8,2,60,1,0,4,502,399
11567,2017,2018-04-28T11:30:00+00:00,Anfield,Regular Season - 36,Liverpool,Stoke City,0,0,0,0,2,20,7,9,2,71,1,0,1,632,525,1,5,14,2,2,29,2,0,2,253,142
11568,2017,2018-04-23T19:00:00+00:00,Goodison Park,Regular Season - 35,Everton,Newcastle,1,0,0,0,1,9,10,4,4,56,2,0,2,478,365,2,9,11,6,1,44,1,0,0,362,230
11569,2017,2018-04-22T15:30:00+00:00,Etihad Stadium,Regular Season - 35,Manchester City,Swansea,5,0,2,0,12,19,6,5,4,82,0,0,1,1015,942,1,4,8,1,1,18,1,0,7,203,142
11570,2017,2018-04-22T12:30:00+00:00,Emirates Stadium,Regular Season - 35,Arsenal,West Ham,4,1,0,0,8,20,11,8,1,67,3,0,3,629,552,4,11,9,6,1,33,2,0,4,297,201
11571,2017,2018-04-22T12:30:00+00:00,bet365 Stadium,Regular Season - 35,Stoke City,Burnley,1,1,1,0,3,8,15,3,2,42,2,0,6,326,189,7,16,5,8,0,58,1,0,2,428,303
11572,2017,2018-04-21T14:00:00+00:00,Vicarage Road,Regular Season - 35,Watford,Crystal Palace,0,0,0,0,4,14,17,4,0,51,3,0,1,357,248,1,6,13,3,1,49,5,0,5,341,238
11573,2017,2018-04-21T11:30:00+00:00,The Hawthorns,Regular Season - 35,West Brom,Liverpool,2,2,0,1,6,13,12,7,1,38,0,0,1,344,242,3,9,5,4,2,62,1,0,4,585,494
11574,2017,2018-04-19T18:45:00+00:00,Turf Moor,Regular Season - 31,Burnley,Chelsea,1,2,0,1,2,5,9,3,3,39,1,0,4,389,288,5,16,11,2,1,61,0,0,1,609,514
11575,2017,2018-04-19T18:45:00+00:00,King Power Stadium,Regular Season - 35,Leicester,Southampton,0,0,0,0,3,11,10,11,3,54,0,0,2,452,360,2,6,10,3,2,46,0,0,3,384,280
11576,2017,2018-04-18T18:45:00+00:00,Vitality Stadium,Regular Season - 35,Bournemouth,Manchester United,0,2,0,1,2,13,9,8,1,44,3,0,2,428,352,4,13,8,5,3,56,1,0,2,556,474
11577,2017,2018-04-17T18:45:00+00:00,American Express Community Stadium,Regular Season - 35,Brighton,Tottenham,1,1,0,0,5,8,6,3,0,35,1,0,5,357,251,6,16,5,4,0,65,0,0,4,634,537
11578,2017,2018-04-16T19:00:00+00:00,London Stadium,Regular Season - 34,West Ham,Stoke City,1,1,0,0,6,18,15,10,5,62,2,0,5,466,373,7,11,21,1,3,38,3,0,5,287,198
11579,2017,2018-04-15T15:00:00+00:00,Old Trafford,Regular Season - 34,Manchester United,West Brom,0,1,0,0,4,14,8,4,4,70,1,0,3,742,658,4,10,13,4,1,30,1,0,4,312,218
11580,2017,2018-04-15T12:30:00+00:00,St James' Park,Regular Season - 34,Newcastle,Arsenal,2,1,1,1,4,8,11,2,1,28,1,0,2,274,173,3,15,9,5,2,72,0,0,2,695,590
11581,2017,2018-04-14T18:45:00+00:00,Wembley Stadium,Regular Season - 34,Tottenham,Manchester City,1,3,1,2,3,8,11,5,5,48,3,0,3,464,371,6,17,12,7,1,52,4,0,2,511,426
11582,2017,2018-04-14T16:30:00+00:00,Anfield,Regular Season - 34,Liverpool,Bournemouth,3,0,1,0,7,20,9,7,4,61,1,0,1,619,535,1,6,9,5,4,39,1,0,3,375,290
11583,2017,2018-04-14T14:00:00+00:00,Turf Moor,Regular Season - 34,Burnley,Leicester,2,1,2,0,3,8,9,4,0,38,2,0,5,292,171,6,15,10,8,1,62,1,0,1,449,325
11584,2017,2018-04-14T14:00:00+00:00,Selhurst Park,Regular Season - 34,Crystal Palace,Brighton,3,2,3,2,8,15,12,5,3,50,3,0,1,367,282,3,12,16,6,1,50,2,0,4,347,249
11585,2017,2018-04-14T14:00:00+00:00,John Smith's Stadium,Regular Season - 34,Huddersfield,Watford,1,0,0,0,1,9,9,9,2,48,2,0,2,365,254,2,4,8,6,1,52,2,0,0,405,294
11586,2017,2018-04-14T14:00:00+00:00,Liberty Stadium,Regular Season - 34,Swansea,Everton,1,1,0,1,7,17,10,6,1,50,1,0,3,447,336,3,12,11,3,0,50,1,0,4,437,331
11587,2017,2018-04-14T11:30:00+00:00,St. Mary's Stadium,Regular Season - 34,Southampton,Chelsea,2,3,1,0,7,10,13,4,1,42,5,0,2,377,277,5,17,14,7,2,58,3,0,5,518,420
11588,2017,2018-04-08T15:30:00+00:00,Stamford Bridge,Regular Season - 33,Chelsea,West Ham,1,1,1,0,6,23,7,10,2,59,0,0,1,594,504,2,5,11,6,2,41,1,0,5,409,308
11589,2017,2018-04-08T13:15:00+00:00,Emirates Stadium,Regular Season - 33,Arsenal,Southampton,3,2,2,1,7,13,11,8,1,64,2,1,5,699,597,8,15,7,6,2,36,1,1,4,370,266
11590,2017,2018-04-07T16:30:00+00:00,Etihad Stadium,Regular Season - 33,Manchester City,Manchester United,2,3,2,0,6,20,17,8,0,64,6,0,1,596,516,4,5,9,4,2,36,3,0,4,318,244
11591,2017,2018-04-07T14:00:00+00:00,Vitality Stadium,Regular Season - 33,Bournemouth,Crystal Palace,2,2,0,0,5,21,8,11,3,52,2,0,4,472,380,6,13,9,3,1,48,2,0,3,445,355
11592,2017,2018-04-07T14:00:00+00:00,American Express Community Stadium,Regular Season - 33,Brighton,Huddersfield,1,1,1,1,4,13,13,5,3,40,1,1,4,360,234,5,15,7,3,3,60,0,0,4,525,412
11593,2017,2018-04-07T14:00:00+00:00,King Power Stadium,Regular Season - 33,Leicester,Newcastle,1,2,0,1,1,8,7,7,3,66,1,0,2,518,413,4,8,14,5,3,34,3,0,0,272,162
11594,2017,2018-04-07T14:00:00+00:00,bet365 Stadium,Regular Season - 33,Stoke City,Tottenham,1,2,0,0,4,10,19,6,2,33,4,0,2,263,159,4,15,8,3,3,67,3,0,3,550,454
11595,2017,2018-04-07T14:00:00+00:00,Vicarage Road,Regular Season - 33,Watford,Burnley,1,2,0,0,5,14,18,11,3,60,2,0,2,435,319,4,7,12,1,2,40,2,0,4,292,179
11596,2017,2018-04-07T14:00:00+00:00,The Hawthorns,Regular Season - 33,West Brom,Swansea,1,1,0,0,3,15,15,5,6,51,3,0,0,479,395,1,7,5,1,1,49,2,0,2,452,357
11597,2017,2018-04-07T11:30:00+00:00,Goodison Park,Regular Season - 33,Everton,Liverpool,0,0,0,0,1,6,12,3,4,38,0,0,4,359,245,3,10,7,2,1,62,0,0,1,588,472
11598,2017,2018-04-01T15:00:00+00:00,Stamford Bridge,Regular Season - 32,Chelsea,Tottenham,1,3,1,1,4,14,4,5,4,48,0,0,3,494,384,6,12,11,5,3,52,1,0,3,528,435
11599,2017,2018-04-01T12:30:00+00:00,Emirates Stadium,Regular Season - 32,Arsenal,Stoke City,3,0,0,0,11,24,9,6,3,69,1,0,2,647,549,2,8,13,5,3,31,2,0,8,273,178
11600,2017,2018-03-31T16:30:00+00:00,Goodison Park,Regular Season - 32,Everton,Manchester City,1,3,0,3,2,6,10,2,2,18,0,0,1,202,133,4,18,8,11,3,82,0,0,1,976,905
11601,2017,2018-03-31T14:00:00+00:00,American Express Community Stadium,Regular Season - 32,Brighton,Leicester,0,2,0,0,3,15,11,6,6,46,2,0,2,374,273,4,6,13,1,1,54,6,1,3,448,340
11602,2017,2018-03-31T14:00:00+00:00,Old Trafford,Regular Season - 32,Manchester United,Swansea,2,0,2,0,5,11,5,3,5,66,0,0,2,746,675,2,3,13,3,1,34,0,0,3,366,290
11603,2017,2018-03-31T14:00:00+00:00,St James' Park,Regular Season - 32,Newcastle,Huddersfield,1,0,0,0,3,18,9,3,3,63,1,0,0,582,467,0,4,10,3,1,37,4,0,2,339,222
11604,2017,2018-03-31T14:00:00+00:00,Vicarage Road,Regular Season - 32,Watford,Bournemouth,2,2,1,1,5,16,16,7,3,49,4,0,4,424,322,6,13,6,4,4,51,0,0,3,426,338
11605,2017,2018-03-31T14:00:00+00:00,The Hawthorns,Regular Season - 32,West Brom,Burnley,1,2,0,1,3,8,12,1,2,47,1,0,2,414,300,4,11,9,6,2,53,3,0,2,461,369
11606,2017,2018-03-31T14:00:00+00:00,London Stadium,Regular Season - 32,West Ham,Southampton,3,0,3,0,5,12,9,5,1,48,0,0,0,374,261,0,9,16,9,0,52,3,0,2,404,293
11607,2017,2018-03-31T11:30:00+00:00,Selhurst Park,Regular Season - 32,Crystal Palace,Liverpool,1,2,1,0,3,6,6,4,1,32,2,0,4,312,195,6,16,8,6,1,68,2,0,2,660,550
11608,2017,2018-03-17T17:30:00+00:00,Anfield,Regular Season - 31,Liverpool,Watford,5,0,2,0,10,13,5,6,6,58,1,0,1,581,476,1,4,4,0,3,42,0,0,5,420,304
11609,2017,2018-03-17T15:00:00+00:00,Vitality Stadium,Regular Season - 31,Bournemouth,West Brom,2,1,0,0,5,17,6,3,1,60,1,0,4,544,441,6,11,9,2,1,40,2,0,3,350,247
11610,2017,2018-03-17T15:00:00+00:00,John Smith's Stadium,Regular Season - 31,Huddersfield,Crystal Palace,0,2,0,1,2,6,11,4,1,54,3,0,3,470,326,6,18,12,7,2,46,2,0,2,393,275
11611,2017,2018-03-17T15:00:00+00:00,bet365 Stadium,Regular Season - 31,Stoke City,Everton,1,2,0,0,4,9,13,1,0,43,1,1,6,344,256,9,16,12,9,4,57,1,0,3,431,346
11612,2017,2018-03-12T20:00:00+00:00,bet365 Stadium,Regular Season - 30,Stoke City,Manchester City,0,2,0,1,0,3,6,3,2,22,1,0,4,245,165,6,17,8,10,4,78,0,0,1,847,762
11613,2017,2018-03-11T16:00:00+00:00,Vitality Stadium,Regular Season - 30,Bournemouth,Tottenham,1,4,1,1,3,14,10,4,0,37,1,0,4,331,226,8,12,7,5,3,63,1,0,2,559,465
11614,2017,2018-03-11T13:30:00+00:00,Emirates Stadium,Regular Season - 30,Arsenal,Watford,3,0,1,0,7,11,12,4,5,59,2,0,4,502,417,4,11,9,9,3,41,1,0,4,324,245
11615,2017,2018-03-10T17:30:00+00:00,Stamford Bridge,Regular Season - 30,Chelsea,Crystal Palace,2,1,2,0,11,27,8,12,2,62,1,0,1,593,518,2,9,9,3,2,38,2,0,7,361,288
11616,2017,2018-03-10T15:00:00+00:00,Goodison Park,Regular Season - 30,Everton,Brighton,2,0,0,0,3,13,10,10,2,59,0,0,4,425,330,4,10,14,3,1,41,1,1,2,302,190
11617,2017,2018-03-10T15:00:00+00:00,John Smith's Stadium,Regular Season - 30,Huddersfield,Swansea,0,0,0,0,4,30,9,12,2,81,2,0,0,679,608,0,0,9,0,3,19,3,1,4,169,88
11618,2017,2018-03-10T15:00:00+00:00,St James' Park,Regular Season - 30,Newcastle,Southampton,3,0,2,0,5,7,10,2,1,37,0,0,2,305,188,2,6,10,6,1,63,2,0,2,509,374
11619,2017,2018-03-10T15:00:00+00:00,The Hawthorns,Regular Season - 30,West Brom,Leicester,1,4,1,1,2,6,6,7,1,43,1,0,3,362,267,6,14,7,6,2,57,3,0,1,474,363
11620,2017,2018-03-10T15:00:00+00:00,London Stadium,Regular Season - 30,West Ham,Burnley,0,3,0,0,4,13,13,5,1,51,2,0,1,385,303,4,7,7,1,3,49,2,0,4,372,287
11621,2017,2018-03-10T12:30:00+00:00,Old Trafford,Regular Season - 30,Manchester United,Liverpool,2,1,2,0,2,5,10,1,3,32,2,0,2,283,194,2,14,16,13,0,68,1,0,0,584,483
11622,2017,2018-03-05T20:00:00+00:00,Selhurst Park,Regular Season - 29,Crystal Palace,Manchester United,2,3,1,0,4,10,10,3,2,30,1,0,4,278,185,8,17,8,7,2,70,3,0,2,654,554
11623,2017,2018-03-04T16:00:00+00:00,Etihad Stadium,Regular Season - 29,Manchester City,Chelsea,1,0,0,0,3,13,8,5,2,71,2,0,0,976,902,0,3,9,2,1,29,1,0,1,392,303
11624,2017,2018-03-04T13:30:00+00:00,American Express Community Stadium,Regular Season - 29,Brighton,Arsenal,2,1,2,1,6,13,13,6,6,31,3,0,6,287,208,7,15,12,11,0,69,3,0,4,614,516
11625,2017,2018-03-03T17:30:00+00:00,Anfield,Regular Season - 29,Liverpool,Newcastle,2,0,1,0,3,14,7,8,4,70,0,0,2,772,658,2,7,9,3,1,30,0,0,1,315,208
11626,2017,2018-03-03T15:00:00+00:00,King Power Stadium,Regular Season - 29,Leicester,Bournemouth,1,1,0,1,4,23,11,13,3,55,2,0,2,438,295,3,8,7,1,2,45,1,0,3,374,244
11627,2017,2018-03-03T15:00:00+00:00,St. Mary's Stadium,Regular Season - 29,Southampton,Stoke City,0,0,0,0,6,18,8,15,2,65,0,0,3,422,329,3,12,13,4,2,35,1,0,6,240,162
11628,2017,2018-03-03T15:00:00+00:00,Liberty Stadium,Regular Season - 29,Swansea,West Ham,4,1,2,0,8,9,9,4,0,45,0,0,1,440,331,2,7,14,5,5,55,3,0,3,522,420
11629,2017,2018-03-03T15:00:00+00:00,Wembley Stadium,Regular Season - 29,Tottenham,Huddersfield,2,0,1,0,7,15,6,8,4,74,1,0,3,806,701,3,3,8,1,2,26,1,0,5,267,169
11630,2017,2018-03-03T15:00:00+00:00,Vicarage Road,Regular Season - 29,Watford,West Brom,1,0,0,0,4,15,11,4,3,53,2,0,2,412,290,2,9,12,6,1,47,0,0,2,346,228
11631,2017,2018-03-03T12:30:00+00:00,Turf Moor,Regular Season - 29,Burnley,Everton,2,1,0,1,8,21,9,10,4,54,1,0,3,396,285,4,10,12,4,2,46,1,1,6,342,228
11632,2017,2018-03-01T19:45:00+00:00,Emirates Stadium,Regular Season - 28,Arsenal,Manchester City,0,3,0,3,5,10,11,6,0,45,1,0,2,538,425,5,9,11,1,1,55,1,0,5,653,556
11633,2017,2018-02-25T14:05:00+00:00,Old Trafford,Regular Season - 28,Manchester United,Chelsea,2,1,1,1,5,10,13,3,1,44,2,0,6,432,352,7,14,12,4,6,56,2,0,3,552,475
11634,2017,2018-02-25T12:00:00+00:00,Selhurst Park,Regular Season - 28,Crystal Palace,Tottenham,0,1,0,0,3,5,12,3,0,23,0,0,4,205,119,4,14,5,13,1,77,1,0,3,662,566
11635,2017,2018-02-24T17:30:00+00:00,Vicarage Road,Regular Season - 28,Watford,Everton,1,0,0,0,5,13,10,6,0,54,3,0,3,428,316,2,7,9,5,1,46,1,0,4,350,232
11636,2017,2018-02-24T15:00:00+00:00,Vitality Stadium,Regular Season - 28,Bournemouth,Newcastle,2,2,0,2,5,18,12,8,0,63,1,0,2,551,449,4,15,10,1,4,37,4,0,3,338,234
11637,2017,2018-02-24T15:00:00+00:00,American Express Community Stadium,Regular Season - 28,Brighton,Swansea,4,1,1,0,5,16,17,3,3,47,1,0,2,408,309,1,11,6,5,0,53,0,0,1,434,334
11638,2017,2018-02-24T15:00:00+00:00,Turf Moor,Regular Season - 28,Burnley,Southampton,1,1,0,0,3,9,8,7,1,50,1,0,4,371,258,6,13,14,5,0,50,0,0,2,378,253
11639,2017,2018-02-24T15:00:00+00:00,Anfield,Regular Season - 28,Liverpool,West Ham,4,1,1,0,12,21,7,8,1,68,0,0,3,712,609,4,7,7,2,2,32,2,0,8,337,235
11640,2017,2018-02-24T15:00:00+00:00,The Hawthorns,Regular Season - 28,West Brom,Huddersfield,1,2,0,0,3,10,11,6,7,53,1,0,5,405,274,7,16,9,3,5,47,1,0,2,360,231
11641,2017,2018-02-24T12:30:00+00:00,King Power Stadium,Regular Season - 28,Leicester,Stoke City,1,1,0,1,9,19,10,13,0,66,1,0,1,483,358,2,6,16,1,2,34,3,0,9,257,138
11642,2017,2018-02-12T20:00:00+00:00,Stamford Bridge,Regular Season - 27,Chelsea,West Brom,3,0,1,0,8,20,11,8,1,57,0,0,1,583,486,1,8,11,7,3,43,2,0,5,428,341
11643,2017,2018-02-11T16:30:00+00:00,St. Mary's Stadium,Regular Season - 27,Southampton,Liverpool,0,2,0,2,4,6,5,3,5,52,1,0,2,545,427,4,16,8,1,0,48,2,0,4,510,399
11644,2017,2018-02-11T14:15:00+00:00,St James' Park,Regular Season - 27,Newcastle,Manchester United,1,0,0,0,3,10,12,0,2,35,0,0,3,361,251,4,13,15,10,2,65,2,0,2,630,503
11645,2017,2018-02-11T12:00:00+00:00,John Smith's Stadium,Regular Season - 27,Huddersfield,Bournemouth,4,1,2,1,4,15,12,2,3,51,0,0,1,438,319,2,7,12,6,5,49,3,0,1,415,289
11646,2017,2018-02-10T17:30:00+00:00,Etihad Stadium,Regular Season - 27,Manchester City,Leicester,5,1,1,1,11,19,10,8,1,70,2,0,1,705,616,2,2,12,2,2,30,3,0,5,288,193
11647,2017,2018-02-10T15:00:00+00:00,Goodison Park,Regular Season - 27,Everton,Crystal Palace,3,1,0,0,5,11,14,8,2,52,1,0,3,389,298,4,16,15,7,1,48,1,0,2,345,265
11648,2017,2018-02-10T15:00:00+00:00,bet365 Stadium,Regular Season - 27,Stoke City,Brighton,1,1,0,1,3,15,6,7,2,57,0,0,5,468,354,6,14,10,4,3,43,0,0,1,365,235
11649,2017,2018-02-10T15:00:00+00:00,Liberty Stadium,Regular Season - 27,Swansea,Burnley,1,0,0,0,4,13,10,5,2,57,2,0,1,465,366,1,13,9,2,0,43,1,0,3,352,243
11650,2017,2018-02-10T15:00:00+00:00,London Stadium,Regular Season - 27,West Ham,Watford,2,0,1,0,4,8,11,8,3,36,1,0,4,246,150,4,11,7,7,1,64,1,0,2,442,323
11651,2017,2018-02-10T12:30:00+00:00,Wembley Stadium,Regular Season - 27,Tottenham,Arsenal,1,0,0,0,6,18,13,10,1,49,2,0,1,494,411,1,6,9,2,6,51,1,0,6,509,413
11652,2017,2018-02-05T20:00:00+00:00,Vicarage Road,Regular Season - 26,Watford,Chelsea,4,1,1,0,8,21,11,6,1,44,2,0,2,407,326,3,7,8,2,1,56,4,1,4,512,422
11653,2017,2018-02-04T16:30:00+00:00,Anfield,Regular Season - 26,Liverpool,Tottenham,2,2,1,0,3,9,15,3,2,34,3,0,4,302,204,6,13,9,7,2,66,1,0,1,590,473
11654,2017,2018-02-04T14:15:00+00:00,Selhurst Park,Regular Season - 26,Crystal Palace,Newcastle,1,1,0,1,6,20,11,5,4,54,1,0,7,424,335,8,12,8,6,3,46,1,0,4,363,253
11655,2017,2018-02-03T17:30:00+00:00,Emirates Stadium,Regular Season - 26,Arsenal,Everton,5,1,4,0,7,15,8,4,1,58,2,0,1,553,468,2,10,8,6,3,42,0,0,2,376,306
11656,2017,2018-02-03T15:00:00+00:00,Vitality Stadium,Regular Season - 26,Bournemouth,Stoke City,2,1,0,1,8,15,14,8,2,57,2,0,2,439,317,4,13,19,1,6,43,3,0,5,328,221
11657,2017,2018-02-03T15:00:00+00:00,American Express Community Stadium,Regular Season - 26,Brighton,West Ham,3,1,1,1,5,21,11,4,3,54,3,0,0,452,338,1,4,7,1,3,46,1,0,2,380,283
11658,2017,2018-02-03T15:00:00+00:00,King Power Stadium,Regular Season - 26,Leicester,Swansea,1,1,1,0,5,13,9,3,5,60,1,0,0,521,427,1,3,8,3,0,40,0,0,3,340,248
11659,2017,2018-02-03T15:00:00+00:00,Old Trafford,Regular Season - 26,Manchester United,Huddersfield,2,0,0,0,7,16,5,5,4,74,2,0,0,786,697,0,4,19,2,0,26,4,0,5,265,190
11660,2017,2018-02-03T15:00:00+00:00,The Hawthorns,Regular Season - 26,West Brom,Southampton,2,3,1,2,3,9,12,5,1,38,2,0,2,322,214,5,13,10,7,2,62,1,0,1,522,404
11661,2017,2018-02-03T12:30:00+00:00,Turf Moor,Regular Season - 26,Burnley,Manchester City,1,1,0,1,3,8,9,3,1,29,4,0,6,278,178,7,20,6,13,0,71,1,0,2,695,605
11662,2017,2018-01-31T20:00:00+00:00,Etihad Stadium,Regular Season - 25,Manchester City,West Brom,3,0,1,0,10,19,10,9,0,74,1,0,1,695,614,1,3,10,1,0,26,3,0,7,246,162
